,区/县,区域,小区,总价,单价,房屋户型,楼层,总面积,户型结构,套内面积,建筑类型,朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,产权年限,s,交易权属,u,形式,是否满五,产权形式,是否有房本,小区均价,小区建成,style,总栋数,总楼层
2839,门头沟,滨河西区,承泽苑,250.0,29776.1,2室1厅1卫,中楼层,83.96,平层,75.24㎡,板楼,南西,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43507,商品房,38440,普通住宅,满五年,非共有,已上传房本照片,33816,2000,板楼,9,6
2840,丰台,花乡,银地家园,225.0,44722.7,1室1厅1卫,中楼层,50.31,平层,38.11㎡,塔楼,东北,钢混结构,其他,10列无数据,11列无数据,12列无数据,70年,43510,商品房,40064,普通住宅,满五年,共有,已上传房本照片,45156,1999,塔楼/板楼,35,13
2841,海淀,公主坟,羊坊店路3号院,510.0,86528.7,3室1厅1卫,高楼层,58.94,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43643,商品房,41661,普通住宅,满五年,非共有,已上传房本照片,88680,1959,塔楼/板楼/塔板结合,15,5
2842,东城,永定门,华龙美晟,495.0,64003.1,2室1厅1卫,低楼层,77.34,平层,63.05㎡,塔楼,北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43626,商品房,42986,普通住宅,满两年,非共有,已上传房本照片,72092,2009,塔楼/塔板结合,5,12
2843,东城,安定门,六铺炕,530.0,87704.8,2室1厅1卫,中楼层,60.43,平层,无信息,板楼,东,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43524,央产房,40589,普通住宅,满五年,非共有,已上传房本照片,106924,1975,塔楼/板楼,18,10
2844,朝阳,甘露园,康家园,399.0,43875.1,2室1厅1卫,中楼层,90.94,平层,无信息,板楼,南北,钢混结构,简装,10列无数据,70年,12列无数据,13列无数据,43434,已购公房,40743,普通住宅,满五年,非共有,已上传房本照片,53397,1991,塔楼/板楼,19,7
2845,丰台,西罗园,宝汇苑,388.0,47942.7,2室1厅1卫,低楼层,80.93,平层,无信息,塔楼,西南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43605,商品房,37570,普通住宅,满五年,共有,已上传房本照片,50109,1999,塔楼,4,24
2846,房山,长阳,长景新园,265.0,33104.3,2室1厅1卫,中楼层,80.05,平层,68.81㎡,塔楼,南北,混合结构,毛坯,10列无数据,11列无数据,12列无数据,70年,43384,二类经济适用房,41430,普通住宅,满五年,非共有,已上传房本照片,34639,2011,塔楼/板楼,23,6
2847,朝阳,劲松,劲松二区,419.0,58699.9,3室1厅1卫,高楼层,71.38,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43236,已购公房,36373,普通住宅,满五年,非共有,已上传房本照片,57633,1977,塔楼/板楼/塔板结合/平房,24,6
2848,房山,韩村河,大自然新城雅苑,177.0,16404.1,3室1厅2卫,中楼层,107.9,平层,95.36㎡,板楼,南西北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43758,商品房,41506,普通住宅,满五年,非共有,已上传房本照片,16688,2003,板楼,32,6
2849,昌平,南邵,金科廊桥水岸,639.0,45868.9,4室1厅2卫,中楼层,139.31,平层,无信息,板楼,南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43662,商品房,42618,普通住宅,满两年,非共有,已上传房本照片,52235,2010,板楼,30,6
2850,海淀,双榆树,榆苑公寓,390.0,66552.9,2室1厅2卫,地下室,58.6,平层,无信息,板楼,南,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43783,已购公房,43630,普通住宅,暂无数据,非共有,已上传房本照片,85131,1997,板楼/塔板结合,5,7
2851,西城,长椿街,感化胡同3号院,700.0,101039.0,2室1厅1卫,高楼层,69.28,平层,52.69㎡,板楼,北南,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43749,已购公房,36137,普通住宅,满五年,非共有,已上传房本照片,105067,1978,板楼,10,6
2852,海淀,公主坟,翠微路2号院,550.0,90312.0,2室1厅1卫,高楼层,60.9,平层,41.2㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43379,已购公房,40350,普通住宅,满五年,非共有,已上传房本照片,92477,1955,板楼,32,6
2853,西城,马甸,马甸南村,795.0,139229.0,2室1厅1卫,高楼层,57.1,平层,51.7㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43728,已购公房,36845,普通住宅,满五年,非共有,已上传房本照片,137415,1985,塔楼/板楼/塔板结合,16,6
2854,顺义,顺义城,裕龙六区,363.0,30052.2,3室1厅2卫,高楼层,120.79,平层,108.87㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43722,商品房,37677,普通住宅,满五年,非共有,已上传房本照片,36009,2000,板楼,34,6
2855,西城,陶然亭,朱雀门,2530.0,153454.0,3室2厅2卫,低楼层,164.87,平层,140.06㎡,板楼,南北,钢混结构,其他,10列无数据,11列无数据,12列无数据,70年,43477,商品房,41073,普通住宅,满五年,非共有,已上传房本照片,138223,2004,板楼,31,8
2856,昌平,天通苑,天通西苑二区,351.0,42857.1,2室1厅1卫,中楼层,81.9,平层,68.24㎡,板楼,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43712,二类经济适用房,38406,普通住宅,满五年,非共有,已上传房本照片,35354,2000,塔楼/板楼/塔板结合,22,13
2857,昌平,西关环岛,静心苑,280.0,27421.4,3室1厅1卫,高楼层,102.11,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43717,已购公房,37229,普通住宅,满五年,非共有,已上传房本照片,31257,1989,板楼,21,6
2858,房山,长阳,碧波园,280.0,28365.9,2室2厅1卫,高楼层,98.71,平层,86.82㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43532,商品房,38321,普通住宅,满五年,非共有,已上传房本照片,26415,2002,塔楼/板楼,22,6
2859,大兴,黄村北,金惠园二里,385.0,40108.3,2室2厅2卫,中楼层,95.99,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43633,私产,40072,普通住宅,满五年,非共有,已上传房本照片,38189,1996,板楼,3,7
2860,昌平,沙河,北街家园八区,325.0,37502.9,2室1厅1卫,低楼层,86.66,平层,无信息,板楼,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43567,商品房,42880,普通住宅,满两年,非共有,已上传房本照片,44562,2010,板楼/塔板结合,8,18
2861,房山,阎村,天恒乐活城,183.0,29794.9,1室1厅1卫,低楼层,61.42,平层,50.51㎡,板塔结合,东北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43707,商品房,42825,普通住宅,满两年,非共有,已上传房本照片,29013,2009,塔楼/板楼/塔板结合,46,18
2862,西城,广安门,远见名苑,1098.0,81757.3,3室2厅1卫,高楼层,134.3,平层,105.51㎡,塔楼,东北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43850,商品房,38668,普通住宅,满五年,非共有,已上传房本照片,90934,2004,塔楼/板楼/塔板结合/平房,14,24
2863,朝阳,安贞,国典华园,1430.0,83318.8,3室2厅2卫,中楼层,171.63,平层,144.56㎡,板塔结合,南北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43625,商品房,39261,普通住宅,满五年,非共有,已上传房本照片,85514,2003,塔楼/塔板结合,7,17
2864,朝阳,奥林匹克公园,拂林园,680.0,56235.5,2室1厅1卫,低楼层,120.92,平层,101.39㎡,塔楼,西南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43645,商品房,42206,普通住宅,满两年,共有,已上传房本照片,56449,2000,塔楼/板楼/塔板结合,18,30
2865,朝阳,垡头,双合家园,325.0,45684.6,2室1厅1卫,低楼层,71.14,平层,56.64㎡,板楼,东北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43621,限价商品房,41795,普通住宅,满五年,非共有,已上传房本照片,42981,2012,板楼,23,22
2866,海淀,田村,田村路19号院,395.0,63586.6,2室1厅1卫,中楼层,62.12,平层,47.77㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43269,已购公房,37407,普通住宅,满五年,非共有,已上传房本照片,60669,1986,板楼,5,6
2867,朝阳,酒仙桥,阳光上东,1090.0,73733.3,2室2厅2卫,中楼层,147.83,平层,113.97㎡,板楼,东西,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43845,商品房,39252,普通住宅,满五年,非共有,已上传房本照片,82805,2000,塔楼/板楼/塔板结合,30,16
2868,昌平,南邵,龙山华府,340.0,39580.9,2室2厅1卫,高楼层,85.9,平层,69.45㎡,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43795,商品房,42514,普通住宅,满两年,共有,已上传房本照片,37950,2010,板楼/塔板结合,14,15
2869,海淀,田村,雪芳园,899.0,67295.5,3室2厅2卫,低楼层,133.59,平层,113.61㎡,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43448,商品房,42930,普通住宅,满两年,共有,已上传房本照片,65160,2005,板楼/塔板结合,2,16
2870,大兴,枣园,枣园北里,270.0,35899.5,2室2厅1卫,高楼层,75.21,平层,66.47㎡,板楼,南北,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43643,商品房,41103,普通住宅,满五年,非共有,已上传房本照片,36232,1994,板楼/塔板结合,11,6
2871,门头沟,大峪,峪园小区,185.0,30771.8,2室1厅1卫,高楼层,60.12,平层,无信息,板楼,南,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43523,商品房,42104,普通住宅,满两年,非共有,已上传房本照片,31503,1980,板楼,24,6
2872,东城,建国门内,北总布胡同,675.0,97487.0,2室1厅1卫,低楼层,69.24,平层,无信息,板楼,南北,混合结构,精装,10列无数据,70年,12列无数据,13列无数据,43810,央产房,40317,普通住宅,满五年,非共有,已上传房本照片,99730,1955,板楼/平房,7,6
2873,朝阳,东大桥,向军南里,460.0,83107.5,2室1厅1卫,中楼层,55.35,平层,无信息,塔楼,南,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43478,商品房,41058,普通住宅,满五年,非共有,已上传房本照片,78200,1989,塔楼/板楼,6,19
2874,昌平,立水桥,佳运园一期,380.0,41639.3,3室1厅1卫,低楼层,91.26,平层,无信息,板楼,南北,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43594,商品房,40296,普通住宅,满五年,非共有,已上传房本照片,44579,1996,板楼,10,6
2875,朝阳,望京,花家地西里一区,410.0,66807.9,2室1厅1卫,高楼层,61.37,平层,无信息,塔楼,南西,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43835,已购公房,37501,普通住宅,满五年,非共有,已上传房本照片,63388,1994,塔楼/板楼/塔板结合,12,18
2876,丰台,马家堡,嘉园二里,425.0,48344.9,3室1厅1卫,高楼层,87.91,平层,无信息,板楼,东东南西,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43745,私产,38534,普通住宅,满五年,非共有,已上传房本照片,52762,1996,塔楼/板楼,37,6
2877,朝阳,和平里,和平街十二区,495.0,71500.8,2室1厅1卫,中楼层,69.23,平层,无信息,板楼,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43795,商品房,42695,普通住宅,满两年,共有,已上传房本照片,77758,1956,板楼/塔板结合,28,12
2878,丰台,卢沟桥,晓月苑北里,295.0,38143.3,2室1厅1卫,高楼层,77.34,平层,52.8㎡,板楼,南北,混合结构,精装,10列无数据,11列无数据,70年,13列无数据,43755,商品房,42143,普通住宅,满两年,非共有,已上传房本照片,41553,1998,板楼,2,6
2879,朝阳,奥林匹克公园,世茂奥临花园,855.0,72353.4,2室1厅2卫,高楼层,118.17,平层,92.76㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43334,商品房,41449,普通住宅,满五年,非共有,已上传房本照片,73098,2006,板楼,7,26
2880,朝阳,常营,北辰福第六号院,440.0,51570.6,3室1厅1卫,高楼层,85.32,平层,68.57㎡,板塔结合,南西北,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43807,商品房,43781,普通住宅,暂无数据,非共有,已上传房本照片,49867,2008,塔楼/塔板结合,6,16
2881,朝阳,北苑,润泽公馆,1295.0,72346.4,4室2厅2卫,低楼层,179,平层,142.56㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43580,商品房,42751,普通住宅,满两年,非共有,已上传房本照片,76939,2013,板楼,12,24
2882,朝阳,定福庄,福怡苑,315.0,46590.7,2室1厅1卫,高楼层,67.61,平层,60.51㎡,板楼,南,混合结构,简装,10列无数据,11列无数据,70年,13列无数据,43810,商品房,37365,普通住宅,满五年,非共有,已上传房本照片,45720,1998,板楼,15,6
2883,朝阳,朝青,雅成一里,468.0,49978.6,2室1厅1卫,高楼层,93.64,平层,74.15㎡,塔楼,东南南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43894,商品房,42520,普通住宅,满两年,非共有,已上传房本照片,52013,1999,塔楼/板楼,15,24
2884,丰台,方庄,芳星园二区,455.0,72222.2,2室1厅1卫,高楼层,63,平层,无信息,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43745,商品房,43180,普通住宅,暂无数据,非共有,已上传房本照片,68899,1980,塔楼/板楼/塔板结合,14,12
2885,昌平,天通苑,天通苑东二区,328.0,43438.0,2室1厅1卫,高楼层,75.51,平层,62.8㎡,塔楼,西南,混合结构,简装,10列无数据,11列无数据,12列无数据,70年,43809,商品房,42310,普通住宅,满两年,非共有,已上传房本照片,34914,2001,塔楼/板楼,41,19
2886,朝阳,石佛营,石佛营东里小区,320.0,55058.5,2室1厅1卫,中楼层,58.12,平层,无信息,板楼,东西,混合结构,简装,10列无数据,70年,12列无数据,13列无数据,43719,二类经济适用房,37454,普通住宅,满五年,非共有,已上传房本照片,54503,1992,塔楼/板楼/塔板结合/平房,18,6
2887,房山,阎村,东亚朗悦居,200.0,26274.3,2室2厅1卫,低楼层,76.12,平层,55.57㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43467,商品房,43286,普通住宅,暂无数据,共有,已上传房本照片,26630,2012,板楼,10,8
2888,西城,长椿街,广安门北街,500.0,86790.5,2室1厅1卫,中楼层,57.61,平层,无信息,板塔结合,南北,钢混结构,精装,10列无数据,11列无数据,70年,13列无数据,43767,已购公房,43752,普通住宅,暂无数据,非共有,已上传房本照片,92958,1960,塔楼/板楼/塔板结合,3,14
2889,东城,广渠门,广渠家园,710.0,83934.3,3室1厅1卫,中楼层,84.59,平层,无信息,塔楼,西北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43726,二类经济适用房,40476,普通住宅,满五年,非共有,已上传房本照片,83465,2009,塔楼/板楼/塔板结合,7,28
2890,海淀,二里庄,二里庄小区,830.0,95118.0,3室1厅1卫,低楼层,87.26,平层,无信息,塔楼,东南,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43749,央产房,38293,普通住宅,满五年,非共有,已上传房本照片,91159,1990,塔楼/板楼,33,18
2891,朝阳,酒仙桥,阳光上东,1580.0,84673.1,3室1厅2卫,低楼层,186.6,平层,151.66㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43784,商品房,40591,普通住宅,满五年,非共有,已上传房本照片,82805,2000,塔楼/板楼/塔板结合,30,9
2892,大兴,黄村北,顺驰领海,436.0,46806.2,2室2厅1卫,高楼层,93.15,平层,78.5㎡,板楼,南北,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43807,商品房,40451,普通住宅,满五年,非共有,已上传房本照片,46260,2005,塔楼/板楼/塔板结合,56,8
2893,房山,长阳,加州水郡三期,283.0,32607.4,2室1厅1卫,中楼层,86.79,平层,74.09㎡,板塔结合,西南,钢混结构,简装,10列无数据,11列无数据,12列无数据,70年,43736,商品房,40786,普通住宅,满五年,非共有,已上传房本照片,31152,2007,塔楼/板楼/塔板结合,54,11
2894,丰台,草桥,春季星空,570.0,69878.6,2室1厅1卫,中楼层,81.57,平层,75.19㎡,板楼,东南北,钢混结构,简装,10列无数据,11列无数据,70年,13列无数据,43743,商品房,43607,普通住宅,暂无数据,非共有,已上传房本照片,69078,2005,板楼,11,6
2895,亦庄开发区,亦庄,林肯公园,548.0,57787.6,2室1厅1卫,低楼层,94.83,平层,72.06㎡,板楼,南,钢混结构,精装,10列无数据,11列无数据,12列无数据,70年,43790,商品房,42846,普通住宅,满两年,非共有,已上传房本照片,43241,2009,塔楼/板楼,29,24
